customer_message,agent_response,company
"Could really use a sausage, egg and cheese mcgriddle 😩😩","Go for it, Alicia! Give your taste buds a reason to cheer!",McDonalds
Hi; it turned out to be a neighborhood problem and it’s fixed now. Thanks for following up!,No problem! Always here to help!,comcastcares
"327 Westminster Dr. Canton, GA 30114 770-871-0188",Thank you for the information. Could you please delete the public post with your address information and DM me directly? - SL,comcastcares
"Difícil é escolher só um. Mas eu amo o Kal-El, dms! E a Mulher-Maravilha tmb! Dá empate kkkkkk",Dá empate sim! Eu amo a atriz Gal Gadot do filme Liga da Justiça! Ela é inigualável! 😍👏,AmazonHelp
おかしいとは思ってたけどアマゾンで詐欺にあったようだ😦,なお、Amazonマーケットプレイスの出品者が発送する商品の場合は、出品者が商品を発送するため、お手数ですが、出品者にお問い合わせください。出品者への連絡方法はこちらのリンクをご参照ください。 TN,AmazonHelp
Can someone from in London or somewhere please come to kendal to make them faster! Takes a good 20 mins nearly everytime to order,"Hi Em, Sorry to hear this, this is not what we expect, we apologise for any inconvenience",KFC_UKI_Help
new xps 13 laptop got here in 3 days but wouldn't turn on! Called & told a WORKING one being sent. Week later it hasn't even shipped!,We regret your experience. Follow us and DM the system tag/reference number. We will check what we (1/2),DellCares
y'all's customers service is really lacking upgraded a phone yesterday and paid 10 dollars to have it over nighted and nothin,"This is not the type of feedback we like to hear, Pls DM us your Sprint number. Team",sprintcare
Are you guys kidding on me?,We'll get back to you soon.,AmazonHelp
I tried to fill in your passenger survey to complain about the rubbish wifi. But the wifi on the train (1129 YVJ-WAT) is such rubbish that I couldn't complete it.,"Hi Edward, sorry to hear this. We are committed to improving our WiFi during this franchise >",SW_Help
I was adding an explorer folder to try to fix the action center not opening. Did I mess something up and I need to reset or something?,How did everything work out? Was your issue taken care of?,MicrosoftHelps
Neither ripe or ready for the second week #butcheredavocado,"Sorry Carol, what store was this purchased from? Steven",sainsburys
"Constant bug on new iOS is a lock screen that looks like the left, rather than the right.",Let us help. We want to be sure we understand what you are seeing there. What problem are you seeiing with the lock screen?,AppleSupport
Just received my new B&W Google Pixel 2 XL (ordered on Oct. 4th). Went to TMO to switch from AT&T but you canceled your $325 gift card promo. Now I need to stay with AT&T 😭😭😭 #youlostanewcustomer #wantedtoswitch,I am here for you and I want to go over the details of this promotion. Click to send me a DM so I can help. *AshleyNelson,TMobileHelp
how come your sale invoice now includes my postage costs yet my account shows a sales amount without postage costs. Ripping me off!,Apologies but I don't quite understand your question. Do you have a question about your invoice for items you've sold?,AskeBay
"Tried reasoning with supervisors to make a business wire online to a title company for 50k to purchase a home, but cannot do it because my limit is 5 thousand n I'm abroad. Made No Exception. Now I must fly halfway across the world back to US do it! Ridiculous! #WellsFargo","I'd like to review this. Please send a DM with more details, your full name, phone number, and address. To protect your security, don't share any account numbers. Thanks.",Ask_WellsFargo
"Yes, I have a critical issue with UPS Portugal. This shit will end on a disgrace. My order was not delivered on time, massive losses",1/2 We're showing 3 attempts were made and it was held until 9/29/17 and then returned to the sender.,UPSHelp
My local store is Connah’s Quay but anywhere in the Flintshire area is good 👍🏼,"Hi Laura, I've just spoken to Store & this was only available for Halloween - Madeeha",Morrisons
just some advise. dont send techs to someones house at 9am unannounced for a “possible” damaged cable. Contact your customers first. just saying,"I am truly sorry for the inconvenience of a technician arriving unannounced, I would like to look further into this and provide your feedback. Can you send me a DM with your full-service address, the full name on the account, your name (if different) an.",comcastcares
hey Nike 👋🏻 I know this was a feature before but why do I not see “Edit Schedule”?,We can take this one. You won't be able to edit your schedule until you begin your plan.,NikeSupport
Anyway for me to have my items checked to ensure there's no issues?,Hey there. Thanks for getting back to us. Are you experiencing any problem with this item number? Can you please clarify 1/2,AskeBay
Lmao they responded. Good on ya Lyft.,If you have any other concerns please feel free to reach back out.,AskLyft
"I am on my PC, when I get that error. Is there a way to make it so I can login through the Website with the teen account?","From the error message, it appears you must be using the shopping app to login under that account.",AmazonHelp
Your old buddy well your old I'm not! He he how are you?,"Less of that :oD I'm fine thanks Stu, enjoying a nice short Twitter stint today. I hope you're well.",LondonMidland
Nah. Not even an option. See,Are you streaming to a chromecast or directly to the TV?,Ask_Spectrum
But Siri doesn’t get texts right anymore. She downgraded not upgraded. My friend has a pixel and his gets voice text perfect.,We'd like to look into this further with you. Could you please send us a DM so we can gather some info?,AppleSupport
My cheesecake came with an extra topping. Ew.,"Also your email, the barcode, SC code, expiry date, and the store you got this from? TY- Charlotte 3/3",Tesco
Ok And The new departure/arrival boards might be too fancy. Will eventually get on board but hard to read.,"We're always looking to enhance our Customer's experience, and we appreciate you sharing your feedback with us, Julie!",SouthwestAir
"-dd’s phone is having major battery issues since IOS 11 update. It drains fast, shutting off at 39%, turns on and dropped 10%.",We want your battery to perform perfectly after the update. Meet us in DM and we'll troubleshoot there.,AppleSupport
How do I get off your snail mailing list? Cust Service Number I can call? Thanks!,If you need further assistance please let me know,AskAmex
".some buffering, but it should never just bail out and say ""sorry, this isn't working, go find your remote and restart this"". 2/2","Are you running into error messages on both devices? If that error is on Roku, these should help: (1/2)",hulu_support
today i realised is much better then. Worst call center and worst service provider.,"We're awaiting for your response to resolve ur issue. Pls provide the same within next 24 hrs. Rgds, Idea Care",idea_cares
"ordered yesterday, paid for Same-Day/One-Day Shipping, and it's ONLY IN THE ""Preparing for Shipment"" PHASE THIS EVENING? How does does ""one day shipping"" equal ""ship the following day""?",Thank you for reaching out to us! We're here to help! One-Day Shipping refers to the transit time after the item ships. Some orders may require extra processing time. Have we missed a delivery date provided in your order confirmation e-mail?,AmazonHelp
Is there a way to just browse on? I just want to look through their dvds/bluerays and see what's there without having to search for something.,"Thanks for asking! You can browse by department by hovering over ""Shop By Department"". For DVDs and Blu-rays, please select ""Movies, Music & Games"" and then choose the appropriate formats to browse. You can learn more about browsing here:",AmazonHelp
so disappointed. Ordered 2 burrito bowls & a side of chips & Quac. Just got home & no Quac. That like pb&j w no jelly.,"I'm sorry we left you disappointed. Next time you're in, let a manager know, so we can make amends. -Zach",ChipotleTweets
"your driver not only if refuse to pick me up and when I didn't want to cancel, he came all the way to my location nearly 20 minutes late and then saw and canceled the ride right in front of me and left",Sorry to hear about that! Can you please contact us via so our team can connect?,Uber_Support
Just came up against the fastest aldi cashier ever and lost your matchmaking servers are wank,Sorry to hear this. Hopefully you'll have better luck next time!,AldiUK
All of my songs disappeared from My Songs. They're still in the playlist but I'm not able to view them.,"Hey, help's here! Can you try logging in on another device or the web player ( Are you seeing your songs? /JP",SpotifyCares
"hi, I’ve somehow disabled my flying club login on the App. Can you help?","account number, full name, address and date of birth, I can unlock your account for you though 🙂",VirginAtlantic
"how do I fix this? Lock screen doesn’t respond. It says headphone, but it’s not plugged in.",We'd love to take a look at it with you. Let's meet up in DM to discuss it.,AppleSupport
"Uberpass fail! I got an email about nov 1st sales @ 10am, received no link to buy in Los Angeles. pls help a loyal rider out","We're here to help! For more info, visit us at;",Uber_Support
u sending drivers or hooligans for pick us up,Sorry for the trouble! Send us a note via so our team can get in touch.,Uber_Support
"Yes to WiFi, no to email",can you dial ##CLEAR# and then ##UPDATE#,VMUcare
Marvellous! Thank you,"You're welcome, happy to help. Rob",sainsburys
"thank you David who I DM about a Clubcard issue I had, it’s all sorted! Fantastic customer service!","Hey Lou, not a trouble, happy to help anytime. :) Thanks - David",Tesco
"i was thinking, what if had achievements for like how many times you played a song or when someone else is listening to your playlist",We can see how that’d be useful! You can vote for the official idea here: Stay awesome 😁 /MX,SpotifyCares
I want a refund asap I am not waiting 14 days or you leave me with no money for food and petrol.,"Ah, okay. If you sign in here: does a credit show under 'recent charges'? Drop us a DM ✉",O2
Finally canceling after they jacked up my bill for the 7th year in a row was hands down the best birthday gift ever 😂👋🏼 #nomorenegotiating #youdontownme #byefelicia,"I am sorry to hear that we lost you as a customer. If you would like me to look into the billing or anything else, please DM with your full name, address, & acct/phone#. -GT",comcastcares
Same with the 6s. All prior to 11.1. There's always a? with a box around it within autocomplete. Sometimes it sends the? sometimes not.,"We'd be happy to look into this issue with you. Send us a DM, and we'll continue there.",AppleSupport
its very said to say amazone delivered faulty adopter request to replace but its too late not get yet,"Also, please don't provide your details, we consider it personal information. Our Twitter page is visible to public. (2/2)",AmazonHelp
"That, my dear, is a lot of bull. Spoken to last mile delivery team. They're waiting for exec to return to work for an update 😂",I'm sorry about that. I'd request you to wait for an update from our team and we'll get this sorted.,AmazonHelp
You guys are the best!🙏🙏,We appreciate you! -Suli,VirginAmerica
this Phone has been the worst hi $$$ pho does not work half the time,what issue are you having? We are here to help.,USCellularCares
", I was able to submit my application. The error has been resolved! Thank you for your attentiveness!",Fantastic! Thanks for letting us know. Happy Dropboxing 🙂,DropboxSupport
"my account has been hacked, i've sent multiple reports to you with no response (or email to confirm). what do i have to do?",We've been in touch via DM!,Uber_Support
"Tá tudo ok, fiz ele hoje! 😉","Sidney, o que você comprou no nosso site?. Ficamos curiosos. 🤔😃",AmazonHelp
disgisting bullies! Appaled by service.,"Hi Neil, that's not the experience we'd like to provide",AskeBay
So what you are saying is that you really can’t offer me any assurances. So what are my options? Can I cancel and get a full refund?,We can check the fare rules on your ticket but we're unable to waive any of the charges. We'll take good care of you on your travel day.,AmericanAir
eu to muito triste,fica triste não. A gente tá aqui pra conversar e dar carinho <3,AskPayPal
do you really recycle poppies? Asking because doubts you,"Hi MJ, yes we do! From 13th-27th November all our stores will offer this facility. Ewan",sainsburys
Hats off to your team. I complained about 1 product but your team created the complain for another product. From past one,here: and we'll have this checked.,AmazonHelp
"Yes, professional as always they sent me 2500 miles, a nice gesture. But on a six hour flight to not have any extra food in the back, none for purchase and no checks on food quality is an issue, I shouldn't have to choose between starvation and moldy food!",Great. Very sorry again for this inconvenience. We will look into this to ensure this will not transpire again. We appreciate your feedback and your patience. *ARD,Delta
"If I go running without my iPhone, is there any way to use my coach plan on Apple Watch to know when to increase pace, etc.?","Great question, Mark. Coach runs are not a feature on the Apple Watch. Let us know if we can assist with anything else.",NikeSupport
I will be waiting for your response and swift action.,"Hi, Yes We will.",Safaricom_Care
What is going on? One hour waiting for take off Dallas-Denver?,What's the flight number? We'll check on the status.,AmericanAir
Sir What happened to my complaint.,"As suggested earlier, I request you to please contact manufacturer regarding your concern with the product.",AmazonHelp
why ask for people to standdown on flight at airport surely in days of social media is ease to ask early?,Hi Courtney. All airlines oversell on certain flights that have a high number of passengers who fail to turn up. So it's not very often 1/2,British_Airways
Hi order number is 171-4216090-2817924 ordered wallet yesterday but there is no wallet in it. Got empty box. See to it asap. This is a fraud happening and you will loose a valuable customer now registered number 9873513970,Please don’t provide your order details and phone number as we consider them to be personal information. Our page is visible to the public.,AmazonHelp
has company considered adding salmon and tuna to options? Healthier than poultry beef and pork,"It's not in the plans right now, but we'll think it over. -AC",ChipotleTweets
"hi,my hubby need change/rebook his flight due bought wrong date,if he buy new air flight,can he get back the tax & fees since he will only take new flight?","Hi,Regret that once booking done, no cancellations and refund can be made. If guest choose not to board the flight >>",AirAsiaSupport
Already reported. Please re-ship my order. I'll not place a fresh order.,"I'm afraid we'll not be able to reinstate canceled orders for a delivery attempt. However, we'll be sure to review your experience internally as a feedback. We request you to place a fresh order.",AmazonHelp
"., you screwed up again. You lost my luggage on your direct AUS to DEN flight. Tomorrow is my 50th bday party in Breckenridge.","We're so sorry for your frustration, particularly on such an occasion. We assure you our Team will work to get your reunited ASAP!",SouthwestAir
"Can credit from a previously unused flight be used for a different route, or must be same route originally booked for?",Hi there! Travel Bank credits can be used to book flights to/from any BlueCity. It doesn't have to be the same route you originally booked.,JetBlue
And when is the summer free is going to be released?,We’re also excited for the iPhone X! You can find out more information about available models here:,AppleSupport
ay fam everyone lost like 20 followers this past week u been cleanin bots or is that some bs?,"Hey, we frequently remove fake and spam accounts which is likely why you've seen a drop in your follower count. /n",SCsupport
"amexoffers does not appear on andoird app at random times, need to login to web to add offers, some issue with androidapp. Pls chk","If that doesn't work, then we need to troubleshoot this further.",AskAmex
"my time capsule playlist is absolute crapppp, first time the algorithm hasn't worked",Hi there! We appreciate your feedback. We'll make sure to pass it on to the right folks /PL,SpotifyCares
has ruined carry on life,Sounds like you have a Basic Economy ticket. Here's more info on what that entails:,AmericanAir
"I downloaded the update, rebooted the computer and still have the problem. It appears that the upgrade from the free account to the paid account Professional really goofed up my ability to access my files. Not Happy","us your ticket ID, so as to look it up internally and make sure to put that to the attention of a team member soon. Thanks in advance & we’re looking forward to hearing back from you!",DropboxSupport
Still not got this.,Please reach out to the brand and they'll help you with your issue.,AmazonHelp
"As a Comcast customer, I hate you guys! Awful service, exploitive pricing! I don’t need you controlling even more to fvck us over","I hate to hear you feel this way, K. If there's anything that I can do to help turn around your experience, please let me know. - NS",comcastcares
is it too much to ask for an actual error code off the printer? requires attention is useless #hppsdr #ijkhelp,"Hi Andrew, thanks for tweeting. I’d like to help. What is the printer model name and the operating system on PC? 1/2",HPSupport
Can I direct message you?,"Yes, please send us a DM, for better assistance. -JP",BoostCare
can you please straighten your logo? My OCD isn't taking this too well,"Hey Priscilla, we hear you! You can vote for the official idea here: /TB",SpotifyCares
Nope. It was take out. Didn't know until I was home.,Please let us know here: -Zach,ChipotleTweets
Since the update yesterday my touch screen will stop working periodically. It will be working fine then stop for multiple minutes,"When this happens, do you need to force restart your iPhone?",AppleSupport
Not going to answer,Sorry you didn't have a good experience! Could you tell us more via DM?,KFC_UKI_Help
you idiots are the most incompetent sacks of shit I’ve ever laid eyes on,"This isn't the feedback we like to hear. Please send us a Direct Message, so that we can further assist you. -MJ",sprintcare
do you guys offer help or,The difference you are seeing is Lyft's commission. You can learn more at Thanks!,AskLyft
et sont horribles! J'ai attendu dans 2 jours pour la livraison le lendemain! Ils refusent de livrer à Agde,"Bonjour, je suis désolée pour le retard de livraison. L'avez-vous signalé à notre SAV?",AmazonHelp
Network Sucks in #Banglore Not able to use 4G effectively from last 10 days It made me think to switch other network #idea,"Sorry for trouble.We are here to help you.Please DM us your idea number and alternate number to assist you better. Rgds,Mohit",idea_cares
can you guys come up with a loyalty system. like for every 10 burritos we get 1 free!,"No plans yet, but you never know what could happen down the line. -Becky",ChipotleTweets
"If, why won’t they do something about these recurring problems? Can’t watch nor download something already recorded.","Hi, I'm sorry for the trouble with your recordings. Can you DM the name, address, and phone number on the account?-Sean",comcastcares
anyone else got affected by pathetic battery in iOS 11?,We know how important it is to rely on your battery performance. We'd be happy to assist. Are you using the original charger?,AppleSupport
"Hi, we actually didn't receive a credit & I booked another flight last night, so I wouldn't lose the price. But now my bag was broken!",.closer look. 2/2,JetBlue
not received any email till now!,I have forwarded this to the concerned team internally. Please wait for the email.,AmazonHelp
"No I didn’t, I was in a rush. Next time I’ll notify them before I leave the airport.","Hey, Randal. Very sorry to hear that. Feel free to send a DM if you would like to discuss your damage further.",SouthwestAir
worst customer care experience seen ever in my life. Please don’t join this mobile operator.,"Apologies for the trouble.Please share your concern with us so we will surely address it. Rgds,Pradnya",idea_cares
Thanks a lot. It worked,Woohoo! Glad to hear it's working now. Let us know if we can help with anything else in the future!,AdobeCare
How on earth do you manage to mess up EVERY drive through order?,Sorry we got it wrong! Could you send us a DM so we can put it right for you?,KFC_UKI_Help
Windows 7 and 10 hangs with large amount of user profiles. Any ideas?,"Let's investigate this, Kurt. How many user profile are you using? Did you sign out the profile before using another profile?",MicrosoftHelps
I am using it on my Smart TV Samsung curve LED! Rest all the apps r functioning! It lags n takes time!,That's strange. We'd like to have a closer look on this. Kindly reach out to our support team here: and we'll assist you accordingly.,AmazonHelp
"Not only did my driver go to the WRONG house, he dropped my dipping sauce on the floor. 😡😡😡",That's not what we like to hear. Send us a note via and we'll be in touch.,Uber_Support
Hey it's really a shame you've made your drivers so afraid of driving 'off GPS.' Drivers have now forgotten how to navigate streets.,Here to help. Send us a note at so our team can connect.,Uber_Support
Went to for lunch and they forgot half my order 🤗🤗🤗🤗,That shouldn't happen. DM us. Let's talk.,TacoBellTeam
Package which was out for delivery on 6th and assured to reach on 9th is now getting delivered by 13th Oct! #amazon,We've responded to your query here:,AmazonHelp
Do good banks even exist anymore I was enquiring informations opening an account at chase (idk why) they said I have to show proof of income and keep a balance of 1500 in there. Like really rothschilds!?!,"We’d love to have you with us! I know that each customer has a unique situation, and we want to help in choosing the right account for you. Please see to learn more about the different types of accounts that may suit your banking needs.",ChaseSupport
". that occurred in 9/25, I thought. This plane has it, just doesn’t work. Not cool.","So sorry to hear our bits and bytes are out of sync, Jerome.",SouthwestAir
"18:33 Euston to Liverpool delayed but such a great service from Gary, Ai and Lisa! Somehow even the food tasted better tonight 😂","Thank you for the feedback Alex. We will be sure to pass this on, and sorry for the delay today.",VirginTrains
My phone is so messed up and I JUST got it yesterday! thanks for nothing,We'd like to help. Please DM us your current country and more about what's happening.,AppleSupport
ok. Done it and hope it stays that way. Thks anyways,You are welcome. Stay Unlimited! TT,GloCare
30% less than before the update. I was totally happy with the battery before this.,Apologies for the confusion. We meant how long in hours would it last on a full charge.,AppleSupport
Cant get into my account,Can you describe that a bit more for us?,XboxSupport
Details already shared. Seems like I have to stop using Amazon.,Thank you for sharing your details. Our team will work on the issue and get in touch with you.,AmazonHelp
Figured it out. For some reason those 2 songs got classified as “Hidden purchases” so I had to sign on my computer and unhide them,That's wonderful to hear. Feel free to reach out if you have any other questions or concerns. We're always here to help.,AppleSupport
Thanks for responding. It felt worse than a blue screen. At least then I know nothing is going to fix it. :-),You're welcome. You can use the Windows 10 Feedback app to help us improve our products and services. Have a great day!,MicrosoftHelps
"Hey Walmart, cut it out w the cute sweaters and cardigans my bank account can't","I completely understand, Ray! Have you seen the amazing accessories we are also carrying? 😎👔 -Jazz",Walmart
I would not recommend seeling anything on EBay as it has been the worst experience ever. No security for seller and scams run free,"We’d be more than happy to review for available options! DM us your full name, email, postal code and item/case ID.",AskeBay
absolutely terrible service from sellar central,"Hi, sorry to hear that. Can you tell us a bit more about the issue without sharing any personal or account info?",AmazonHelp
"Now it happens again, I can't do a system restore to it's previous state.",Can you send us a DM with the Service Tag? It should be on the bottom of the system.,DellCares
Ridiculous I have still had no correspondence about my baggage claim refund. Its been 6 weeks now. Awful service from a large company like yourselves.,"I'm so sorry about that, Joanna. We'll look at it for you. Could you DM your case reference, email and contact number please? ^Kimbers",British_Airways
"Thank you,, for always making travel w/my dog easier. Today’s 1730 crew, especially Brandon, were awesome.",Thanks for the shout-out! We'll be sure to pass along your compliment.,JetBlue
The new iPhone update makes my phone so slow and makes the battery go down so quick! 🙃😑,"We know how important your battery is, and for your iPhone to work as expected. Please send us a DM with specifics of the issue so we may assist.",AppleSupport
What time was the broken down train and what caused it to break down? Do you think the service you've provided since taking over the franchise has been acceptable?,"The train broke down just before 9am, the issue being with the doors. Again, my apologies for the delays this morning.",SW_Help
the customer service at digo road shop in mombasa said my no cannot get it,Were you given a reason why you cannot get it? DM your full names & ID number.contd,Safaricom_Care
From a normal supply drop! #2heroics,If you're still facing this issue please provide us more details via DM to help you.,ATVIAssist
"idk what this is, but.it’s not a latte.",Sry to see that! please DM us so we can assist.,DunkinDonuts
"I used the Citibank Credit card to order it was rejected. now i canot use the citibank discount again, help!",We are sorry to hear that. Please reach us via: and we'll look into this for you.,AmazonHelp
"hi there! is it possible to remove a project from spotify, but reupload a single song from the project & keep the plays/streams if using same ISRC, audio file, track name, artist name?","Hey Cory! This looks like something our Artist team can help with here: If you've already reached out, DM us your email address & we'll chase it up /AV",SpotifyCares
Dear thanks for stopping TuGo and replacing it with something that doesn't work on my phone which basically means my contract is useless!,We're sorry for any disappointment caused. We'll be keeping all customers that use TU Go updated about alternative calling options. We continue to extend our 4G and Wifi calling compatible handsets. Third party calling/messaging apps may offer similar functionality.,O2
As usual on this particular journey the 1st Class crew are more concerned with tidying up and getting off at Wolverhampton than customers.,"Sorry for your experience, the staff onboard would be best to advise further",VirginTrains
I believe this number is a scammer. I’ve blocked them on my end.,What was the call about?,VerizonSupport
bloody hell take the details from hea n check it now,I'm sorry I will not be able to do it from here as it is a social media platform. I request you to share the details (1/2),AmazonHelp
"Yea, it works fine on app on phone. But pc. Forget it. So annoying",Do you have another PC you can try from?,VerizonSupport
It was carry on size. Prefer not to fight with everyone for overhead bin space. Thanks,Would you please send your 6-letter confirmation code to us via DM so we can take a look at your reservation? Thanks!. 1/2,JetBlue
hi could you tell me if you have the converse one stars in a size 11 in your metro centre store any colour way cheers,"Hi Scott, We've sent you a DM in regards to this, please check your messages. Thanks, Connor.",sizehelpteam
This is recent email from Amazon in which they assured me to cancel this shipment ASAP,Apologies for any inconvenience. Please revert to the mail and we'll have a check on it. ^RB 1/2,AmazonHelp
laptop not working from 3rd week & don't want to replace it! #apple I've heard that u have the best customer experience,We'd love to assist you. DM us at the link below for further assistance.,AppleSupport
more problems. It's always problems with you guys. I can't add a payee. I've verified the account number. So what's the problem?,"Can you tell us what error message you are getting when you try to add the payee, please?",AskRBC
#バトスピ Amazonから届きました。,|ω・).｡oO( Amazonのご利用ありがとうございました・・・！） SK,AmazonHelp
"Having trouble getting online, says can’t connect to servers,I got error ce-38703-1",Here to help! Check out the next article to troubleshoot the error CE-38703-1:,AskPlayStation
"ordered a car, took longer than the suggested 6 mins, then you wanted to charge me a £5 cancellation fee. You’re having a bubble bath!",Here to help! Send us a note here; and our team will be able to assist!,Uber_Support
"of no use dear Amazon, please change ur delivery partner as delhivery everyone in my city is pissed of with this service","Sorry to learn that you had issues with our courier partner, I'll forward this feedback internally and we'll look into it.",AmazonHelp
It's been doing this for weeks.,I'll forward to our Website Team to investigate. Have you tried using another browser or clearing cookies and cache? - Jordan,GWRHelp
Silver Exec Member so I can pre book Children's meals. Is there any way I can find out what kids meals would be for this trip then pls?,"If you access your booking via Manage My Booking, you should be available to view the special meals available on your route.",British_Airways
"Guys, I’m terribly sorry, I made a mistake and my problem is with, not you, I actually want to go back to you guys!","Well we definitely hope you can get back to us soon, Javier! The #MagentaFamily will welcome you back with open arms! *LeshayBaker",TMobileHelp
decisions decisions. today's breakfast 1. latte and a bacon roll 2. latte and a bacon & egg sub #toohardtochoose,What did you go for?,GreggsOfficial
Pretty sure I got a spoof email. Want me to PM it to you?,may review. Appreciate your vigilance.,AskAmex
"conf# N5TY9J Mr. Llano had polio & is disabled NO WHEELCHAIR at BWI -unacceptable! pilot intervened, but still so NOT cool","For Mr. Llano's privacy, can you please delete the tweet with his confirmation number and send it to us again in a DM instead?",SouthwestAir
WHY IS OUTLOOK BEING TERRIBLE? WHY?,How's it going? We would like to know about your experience with the support you received here on Twitter. Please take a few moments and respond to this survey:,MicrosoftHelps
"It was UPS, moreover I was present I work at home and I went to get him in relay point",I'm sorry for that. Did you report it to our customer service?,AmazonHelp
Till date no one had contacted me nor I have received my refund. could you please refund the amount ASAP.,I understand your concern about the refund. If you've replied to the (1/2),AmazonHelp
"Hi. Buyer claims an item is damaged, over a week after delivery. Is there anything I can do or must I accept the return?",Hey Andy. We're sorry for this bad experience. We have just sent you a response to your DM. Please feel free to reach out to us.,AskeBay
invoices not getting sent.paypal keeps logging me out. Says hold time is 20 min to call. uugghh.customers keep asking about their invoices,Sorry to hear this! Please send us a DM with your PayPal email address for further assistance.,AskPayPal
Fix your fucking app bro,"Our app is experiencing technical difficulties, and we working to resolve it. We apologize for the inconvenience.",AskCiti
please check your DM. I’m experiencing difficulties with app functions that are preventing me from requesting rides.,We're here to help! Please send us a note via so we can connect.,Uber_Support
thank you thank you thank you for actually having a screen. Sooooo much better.,"This is awesome, Nick. We're glad you'll be entertained all the way to your destination. Have a great trip!",AmericanAir
"Really disappointed w/ the amount of hidden fees in bill. Not w/ the fees, more just the misleading advertisement. #FoolMeOnce",We do not want you to feel this way. You can find an explanation of any fees at the link.,VerizonSupport
you guys over charged me twice and put a temp hold on some of my funds!,Hi there! Please DM us so we can further assist you with this.,AskLyft
Not sure why it didnt. Not the first time. But I work alot and that show is my relax time,We don't want you to miss any of your shows.,VerizonSupport
your delivery driver for northampton was brilliant and so kind and helpful he delivered about 9:30 this evening. Luke his name was. Never got his last name,Thanks for the postitive feedback Kerri. I've passed this on to the food online team. :)- Nisha,Morrisons
You made me mad pls give me the phone,I'm sorry but we would not be able to issue you a phone for a non-authentic offer. (2/2),AmazonHelp
I'm still so fucking pissed I have to deal with the shitty slow speeds of. Fuck this new apartment.,Oh my. We can help. What speeds are you currently looking? -Allan,CoxHelp
How many times I have to do this? This is the 5th time I wil be updating this,Appreciate your cooperation. Just ensure you submit the form once you fill the same.,AmazonHelp
So basically your saying no which sucks since we have to use your list. another way eBay blows,"We appreciate your feedback, but we need to make sure that all charities are verified if used as such on our platform.",AskeBay
Ur sorry makes no difference to me I need resolution,"We are sorry about the problem you had with our services. We have forwarded your concern to our respective team, they will get in touch with you with an update. Regards, Darshan.",idea_cares
could you promote my new single voodoo,2: out to help you gain visibility /LO,SpotifyCares
"I used my 1 jump to get the iPhone x. If for some reason I do not like It, what is the return?",Hey! I'm so X-cited about the iPhone X. Meet me in the DM so we can get on that! :) *JoySimmons,TMobileHelp
I’ve been had! 🤣😳🙈 #wheresnumber10,"We’re sorry about this, Kayleigh. If you still have the receipt and packaging, you’re welcome to return it to store for a full refund. Thanks.",AldiUK
I don’t understand this 😩 can I cancel and pay by card instead of PayPal would that make it faster,"still processed. Do you have an order number? Can you please send it to us in a DM, thanks ~ Jess",ArgosHelpers
"I own a 5s having issues after updating to 11.0.2. Overheating,apps crashing, notification center prob etc. Any suggestion?",Let's look into that. Send us a DM and we'll go from there.,AppleSupport
"Hey Just because you don’t stream 1976 debut and 1978 You’re gonna get it LP, doesn’t make 1979 album his 1st",Thank you for letting us know! I've reported this to the correct team for review.,AmazonHelp
"So let me get this straight, my flight may be delayed because the crew is “on their way” from the hotel? Really","Jodie, we apologize for the wait this morning. Thanks for being patient w/ us while we work to have you on your way ASAP.",SouthwestAir
"if you pple continue like this, I will be forced to dispose your SIM. THE NETWORK IS BAD. 08073286340. BROWSING & FILL LIKE CRYING","Hello Olatunji, Line check shows bonus was given. Please dial #122*2#. UO",GloCare
"after upgrading to 11.1, my battery sucks. I use #iphone7","We're here for you! Typically, how long is your battery lasting in between charges? DM us here:",AppleSupport
Thank you social media team for promptly taking care of my problem! 👍,You're welcome! We love being able to help when we can. Have a great flight.,AmericanAir
Every time I️ write the letter “i” it autocorrects to this.I️,We'd be happy to look into this with you. Which iPhone and version of iOS are you using? Please reply in DM.,AppleSupport
"Olha só, minha querida! Consegui pegar 4 livros para fechar (Se Deus quiser) 50 (!) lidos no ano, e mais 2 HQ's. Muito grato por você existir!","Nossa, você adora ler mesmo, não é? 😍 Quando você receberá seu pedido?",AmazonHelp
I ordered 3 books approx £8 each. They were a gift but the person already has 2 of them so I want to send them back and as far as I can see that's going to cost me £3.99 return fee per book!,"As the reason for your return is not an Amazon error, means we would not cover the cost for the return. You can find more info here at the end of this help page:",AmazonHelp
It selected 2 day and then said Oct 12. If I wanted it by the 11th I had to pay more. So I cancelled it then.,Shipping times are calculated from the date of dispatch. Apologies for the inconvenience.,AmazonHelp
Congratulations to in Manchester for not bringing 75% of an order,"Sorry to hear this, Lloyd. Please connect with us at so we can assist.",Uber_Support
Are you trying to resolve the fact that you are an AWFUL Internet/Cable/Phone carrier on the whole?,I apologize for the issues you are having with the services. I will be able to assist you further. I will need the account holders name and service address to assist you further. Can you send this information in a private message? I will do my best for you from here.,Ask_Spectrum
"thank for coming to Detroit, and thank you for pit a notch in your coverage area on the east side to not include my home.",Here to help! We're working hard to expand our service area! Stay tuned to our website for updates:,Uber_Support
#Concorde #Concord,"Hi John, thanks for sharing! Will you be joining us on board soon?",British_Airways
